epoch,step,train_abs_rel_epoch,train_abs_rel_step,train_berhu_loss_epoch,train_berhu_loss_step,train_delta1_epoch,train_delta1_step,train_delta2_epoch,train_delta2_step,train_delta3_epoch,train_delta3_step,train_eas_loss_epoch,train_eas_loss_step,train_log_mae_epoch,train_log_mae_step,train_log_rmse_epoch,train_log_rmse_step,train_mae_epoch,train_mae_step,train_mse_loss_epoch,train_mse_loss_step,train_rmse_epoch,train_rmse_step,train_sasinv_loss_epoch,train_sasinv_loss_step,train_silog_loss_epoch,train_silog_loss_step,train_total_loss_epoch,train_total_loss_step,valid_abs_rel,valid_berhu_loss,valid_delta1,valid_delta2,valid_delta3,valid_eas_loss,valid_log_mae,valid_log_rmse,valid_mae,valid_mse_loss,valid_rmse,valid_sasinv_loss,valid_silog_loss,valid_total_loss
0,0,,1.0275129079818726,,0.5812853574752808,,0.7728694081306458,,0.7839055061340332,,0.7946390509605408,,0.05065779387950897,,4.311875343322754,,4.7441582679748535,,0.3590008020401001,,0.19787582755088806,,0.4301680326461792,,0.08557706326246262,,8.416471481323242,,9.331867218017578,,,,,,,,,,,,,,
0,1,,1.031348705291748,,0.6923097968101501,,0.7379694581031799,,0.7475610375404358,,0.758847713470459,,0.050591327250003815,,4.243042469024658,,4.715786457061768,,0.40801844000816345,,0.2412300705909729,,0.47986793518066406,,0.09629987180233002,,8.402100563049316,,9.482531547546387,,,,,,,,,,,,,,
0,2,,1.064731478691101,,0.6543881893157959,,0.6819753050804138,,0.701691210269928,,0.7248404026031494,,0.09653507173061371,,3.8671085834503174,,4.48328161239624,,0.3930532932281494,,0.22656595706939697,,0.45969823002815247,,0.10245673358440399,,8.23405647277832,,9.314002990722656,,,,,,,,,,,,,,
0,3,,1.0296584367752075,,0.6431132555007935,,0.6458647847175598,,0.6697921752929688,,0.6981358528137207,,0.11979081481695175,,3.6874170303344727,,4.377951622009277,,0.3955802917480469,,0.2215287983417511,,0.4599417746067047,,0.1022183820605278,,8.17722225189209,,9.263874053955078,,,,,,,,,,,,,,
0,4,,1.143343448638916,,0.5138769149780273,,0.6382480263710022,,0.6728770732879639,,0.7120940685272217,,0.14576227962970734,,3.5061960220336914,,4.246779918670654,,0.3397277891635895,,0.17094480991363525,,0.3998725712299347,,0.0845898687839508,,8.034781455993652,,8.949954986572266,,,,,,,,,,,,,,
0,5,,2.016392469406128,,0.548921525478363,,0.583807647228241,,0.6228846907615662,,0.6673864722251892,,0.1964510977268219,,3.218576431274414,,4.038400173187256,,0.34814465045928955,,0.18576669692993164,,0.40592917799949646,,0.10904569923877716,,7.859504222869873,,8.899689674377441,,,,,,,,,,,,,,
0,6,,2.51633358001709,,0.48508912324905396,,0.5982706546783447,,0.6499312520027161,,0.7022926211357117,,0.22390305995941162,,3.1468217372894287,,4.003437519073486,,0.3156743049621582,,0.1607435792684555,,0.39265021681785583,,0.09793782234191895,,7.794083118438721,,8.761756896972656,,,,,,,,,,,,,,
0,7,,1.5497254133224487,,0.5484716296195984,,0.6087256073951721,,0.6579753756523132,,0.7082157731056213,,0.22662007808685303,,3.254547119140625,,4.100203037261963,,0.3506357669830322,,0.1849239468574524,,0.4154492914676666,,0.1030808538198471,,7.93123197555542,,8.994328498840332,,,,,,,,,,,,,,
0,8,,1.355103850364685,,0.5026915073394775,,0.5996884703636169,,0.65716153383255,,0.7188665270805359,,0.22378599643707275,,3.1696853637695312,,4.040459632873535,,0.3263407051563263,,0.16697657108306885,,0.3995932638645172,,0.0972503125667572,,7.833942413330078,,8.82464599609375,,,,,,,,,,,,,,
0,9,,1.6464815139770508,,0.5971774458885193,,0.5933242440223694,,0.6395450234413147,,0.6883485317230225,,0.24748453497886658,,3.235584020614624,,4.087935447692871,,0.37183597683906555,,0.20405332744121552,,0.4315791130065918,,0.11317604780197144,,7.927878379821777,,9.089770317077637,,,,,,,,,,,,,,
