epoch,step,train_abs_rel_epoch,train_abs_rel_step,train_berhu_loss_epoch,train_berhu_loss_step,train_delta1_epoch,train_delta1_step,train_delta2_epoch,train_delta2_step,train_delta3_epoch,train_delta3_step,train_eas_loss_epoch,train_eas_loss_step,train_log_mae_epoch,train_log_mae_step,train_log_rmse_epoch,train_log_rmse_step,train_mae_epoch,train_mae_step,train_mse_loss_epoch,train_mse_loss_step,train_rmse_epoch,train_rmse_step,train_sasinv_loss_epoch,train_sasinv_loss_step,train_silog_loss_epoch,train_silog_loss_step,train_total_loss_epoch,train_total_loss_step,valid_abs_rel,valid_berhu_loss,valid_delta1,valid_delta2,valid_delta3,valid_eas_loss,valid_log_mae,valid_log_rmse,valid_mae,valid_mse_loss,valid_rmse,valid_sasinv_loss,valid_silog_loss,valid_total_loss
0,0,,4.293526649475098,,0.31755751371383667,,0.1406678408384323,,0.3093995451927185,,0.5005417466163635,,0.1844324916601181,,0.34830352663993835,,0.4484960734844208,,0.2541588842868805,,0.08966632187366486,,0.29264703392982483,,0.08548065274953842,,1.0516185760498047,,0.27409881353378296,,,,,,,,,,,,,,
0,1,,31.3273983001709,,0.30518442392349243,,0.18252332508563995,,0.3552949130535126,,0.5462615489959717,,0.11421924829483032,,0.32639965415000916,,0.4292410910129547,,0.23587888479232788,,0.07926170527935028,,0.2780846357345581,,0.07664691656827927,,1.011044979095459,,0.1934809535741806,,,,,,,,,,,,,,
0,2,,6.17787504196167,,0.26942285895347595,,0.1954909712076187,,0.38247501850128174,,0.5408229231834412,,0.11743207275867462,,0.36427101492881775,,0.4988236129283905,,0.2146226018667221,,0.06532371044158936,,0.2539921700954437,,0.06443557143211365,,1.128159999847412,,0.18275578320026398,,,,,,,,,,,,,,
0,3,,2.2850043773651123,,0.3482940196990967,,0.18839295208454132,,0.37726151943206787,,0.5535032153129578,,0.11605039983987808,,0.305347740650177,,0.40258312225341797,,0.24980296194553375,,0.09154373407363892,,0.29423844814300537,,0.08195021003484726,,0.9501831531524658,,0.2075941264629364,,,,,,,,,,,,,,
0,4,,4.058226585388184,,0.3221055269241333,,0.1944596916437149,,0.38087788224220276,,0.5829607248306274,,0.12061066925525665,,0.30718186497688293,,0.408517450094223,,0.23804284632205963,,0.0810842365026474,,0.2811085283756256,,0.07541491091251373,,0.973452091217041,,0.20169490575790405,,,,,,,,,,,,,,
0,5,,4.972079753875732,,0.3342471122741699,,0.15573228895664215,,0.3310253918170929,,0.5203173756599426,,0.10657210648059845,,0.3827802240848541,,0.5108819007873535,,0.24609358608722687,,0.08197808265686035,,0.2848171889781952,,0.081866055727005,,1.1998302936553955,,0.1885501891374588,,,,,,,,,,,,,,
0,6,,2.2780120372772217,,0.31605130434036255,,0.1863202601671219,,0.360663503408432,,0.5324406623840332,,0.09919513761997223,,0.34145280718803406,,0.43450891971588135,,0.23416553437709808,,0.0770653635263443,,0.2723125219345093,,0.07695269584655762,,1.0317065715789795,,0.17626050114631653,,,,,,,,,,,,,,
0,7,,3.8212034702301025,,0.3418135643005371,,0.1635398417711258,,0.343595027923584,,0.55583655834198,,0.087311290204525,,0.3416489064693451,,0.46710440516471863,,0.24464555084705353,,0.08083441853523254,,0.2812281548976898,,0.07930311560630798,,1.0847926139831543,,0.16814571619033813,,,,,,,,,,,,,,
0,8,,2.649212598800659,,0.3664292097091675,,0.15544618666172028,,0.32190051674842834,,0.5317819714546204,,0.09471505880355835,,0.33471521735191345,,0.4263281524181366,,0.2619648277759552,,0.09133455157279968,,0.297452449798584,,0.0882258266210556,,1.018964409828186,,0.18604961037635803,,,,,,,,,,,,,,
0,9,,4.102994441986084,,0.2968063950538635,,0.16748683154582977,,0.391482949256897,,0.6167238354682922,,0.09187415987253189,,0.31317052245140076,,0.4085090160369873,,0.23245769739151,,0.07314180582761765,,0.266986608505249,,0.07192663103342056,,0.9818382859230042,,0.16501596570014954,,,,,,,,,,,,,,
