epoch,step,train_abs_rel_epoch,train_abs_rel_step,train_berhu_loss_epoch,train_berhu_loss_step,train_delta1_epoch,train_delta1_step,train_delta2_epoch,train_delta2_step,train_delta3_epoch,train_delta3_step,train_eas_loss_epoch,train_eas_loss_step,train_log_mae_epoch,train_log_mae_step,train_log_rmse_epoch,train_log_rmse_step,train_mae_epoch,train_mae_step,train_mse_loss_epoch,train_mse_loss_step,train_rmse_epoch,train_rmse_step,train_sasinv_loss_epoch,train_sasinv_loss_step,train_silog_loss_epoch,train_silog_loss_step,train_total_loss_epoch,train_total_loss_step,valid_abs_rel,valid_berhu_loss,valid_delta1,valid_delta2,valid_delta3,valid_eas_loss,valid_log_mae,valid_log_rmse,valid_mae,valid_mse_loss,valid_rmse,valid_sasinv_loss,valid_silog_loss,valid_total_loss
0,0,,1.4950790405273438,,0.6262765526771545,,0.5764274001121521,,0.6269741058349609,,0.6742033362388611,,0.35991552472114563,,3.1906421184539795,,4.057034015655518,,0.3881531059741974,,0.21504822373390198,,0.455201119184494,,0.10734723508358002,,7.839964389801025,,0.5749637484550476,,,,,,,,,,,,,,
0,1,,1.0079344511032104,,0.6229621171951294,,0.6594338417053223,,0.698875904083252,,0.7398998141288757,,0.2426566332578659,,3.6742937564849854,,4.389515399932861,,0.38417837023735046,,0.21352116763591766,,0.4491238594055176,,0.09829732030630112,,8.203493118286133,,0.45617780089378357,,,,,,,,,,,,,,
0,2,,1.0767465829849243,,0.6139132976531982,,0.7350741028785706,,0.7681328654289246,,0.7997278571128845,,0.18518030643463135,,4.019735336303711,,4.615546226501465,,0.37243136763572693,,0.21065044403076172,,0.4476313591003418,,0.09849020838737488,,8.431347846984863,,0.39583075046539307,,,,,,,,,,,,,,
0,3,,2.1708829402923584,,0.5694383978843689,,0.7608809471130371,,0.7810901999473572,,0.8025496006011963,,0.1256583034992218,,4.217532157897949,,4.7401204109191895,,0.36805352568626404,,0.19207541644573212,,0.42546507716178894,,0.07883498817682266,,8.524797439575195,,0.3177337050437927,,,,,,,,,,,,,,
0,4,,1.0235854387283325,,0.6331622004508972,,0.7774065136909485,,0.7905266880989075,,0.803617537021637,,0.08304435014724731,,4.353979587554932,,4.808796405792236,,0.3884328603744507,,0.2178504467010498,,0.45286694169044495,,0.08726048469543457,,8.532933235168457,,0.3008947968482971,,,,,,,,,,,,,,
0,5,,1.0143541097640991,,0.6556414365768433,,0.8542025685310364,,0.8591122031211853,,0.8639327883720398,,0.028154520317912102,,4.808749675750732,,5.075921058654785,,0.40118393301963806,,0.22612683475017548,,0.46380582451820374,,0.0731140673160553,,8.699856758117676,,0.25428134202957153,,,,,,,,,,,,,,
0,6,,1.0403934717178345,,0.5663927793502808,,0.9219551682472229,,0.9249675869941711,,0.9280193448066711,,0.01135244406759739,,5.021983623504639,,5.170340538024902,,0.35014644265174866,,0.19248466193675995,,0.4239780008792877,,0.07062199711799622,,8.67996883392334,,0.20383711159229279,,,,,,,,,,,,,,
0,7,,1.031440258026123,,0.5452443957328796,,0.9604918360710144,,0.9622923731803894,,0.9641806483268738,,0.00781488697975874,,5.190349102020264,,5.2812628746032715,,0.34824249148368835,,0.18387900292873383,,0.4173005521297455,,0.062440626323223114,,8.758414268493652,,0.19169388711452484,,,,,,,,,,,,,,
0,8,,1.3330738544464111,,0.5520927309989929,,0.9717605710029602,,0.972713053226471,,0.973843514919281,,0.006163445301353931,,5.260230541229248,,5.32705020904541,,0.35304370522499084,,0.18577730655670166,,0.4145336449146271,,0.06116129457950592,,8.792317390441895,,0.19194075465202332,,,,,,,,,,,,,,
0,9,,1.0420444011688232,,0.7140536308288574,,0.9805295467376709,,0.9813344478607178,,0.982233464717865,,0.005102994851768017,,5.342306137084961,,5.3972249031066895,,0.41804075241088867,,0.2512763738632202,,0.4846220314502716,,0.07824566960334778,,8.898329734802246,,0.2563793659210205,,,,,,,,,,,,,,
