epoch,step,train_abs_rel_epoch,train_abs_rel_step,train_berhu_loss_epoch,train_berhu_loss_step,train_delta1_epoch,train_delta1_step,train_delta2_epoch,train_delta2_step,train_delta3_epoch,train_delta3_step,train_eas_loss_epoch,train_eas_loss_step,train_log_mae_epoch,train_log_mae_step,train_log_rmse_epoch,train_log_rmse_step,train_mae_epoch,train_mae_step,train_mse_loss_epoch,train_mse_loss_step,train_rmse_epoch,train_rmse_step,train_sasinv_loss_epoch,train_sasinv_loss_step,train_silog_loss_epoch,train_silog_loss_step,train_ssim_loss_epoch,train_ssim_loss_step,train_total_loss_epoch,train_total_loss_step,valid_abs_rel,valid_berhu_loss,valid_delta1,valid_delta2,valid_delta3,valid_eas_loss,valid_log_mae,valid_log_rmse,valid_mae,valid_mse_loss,valid_rmse,valid_sasinv_loss,valid_silog_loss,valid_ssim_loss,valid_total_loss
0,0,,1.0278202295303345,,0.5711405277252197,,0.9318912625312805,,0.9345299601554871,,0.9367513656616211,,0.011461134068667889,,5.094610214233398,,5.227613925933838,,0.3611459732055664,,0.1934991478919983,,0.4216761887073517,,0.06379872560501099,,8.743538856506348,,0.4896125793457031,,0.7583715915679932,,,,,,,,,,,,,,,
0,1,,1.0083311796188354,,0.8057178258895874,,0.9282013773918152,,0.9292364120483398,,0.9304965138435364,,0.00928645022213459,,5.197850227355957,,5.321753025054932,,0.4497813880443573,,0.2869555652141571,,0.5042639374732971,,0.0849820226430893,,8.895997047424316,,0.4958217144012451,,0.877045750617981,,,,,,,,,,,,,,,
0,2,,1.0101659297943115,,0.718908429145813,,0.9689517021179199,,0.9696269035339355,,0.9704012870788574,,0.004898064769804478,,5.3386406898498535,,5.403619289398193,,0.42049849033355713,,0.2522314488887787,,0.4868282973766327,,0.0759001076221466,,8.913515090942383,,0.4986932575702667,,0.8317228555679321,,,,,,,,,,,,,,,
0,3,,1.1011383533477783,,0.6974890232086182,,0.9350945353507996,,0.9368734359741211,,0.9384947419166565,,0.007528822869062424,,5.182566165924072,,5.305983543395996,,0.41437074542045593,,0.24390840530395508,,0.4785546362400055,,0.07191499322652817,,8.863845825195312,,0.4896729290485382,,0.8130251169204712,,,,,,,,,,,,,,,
0,4,,1.029431939125061,,0.7712535262107849,,0.9707167744636536,,0.9714224934577942,,0.9720684885978699,,0.004412316717207432,,5.38311243057251,,5.446156978607178,,0.4465738832950592,,0.2724035680294037,,0.5123211145401001,,0.07386010885238647,,8.976383209228516,,0.4983420968055725,,0.8490180969238281,,,,,,,,,,,,,,,
0,5,,1.134848952293396,,0.6325278282165527,,0.9569733142852783,,0.9579880833625793,,0.9590358734130859,,0.005610951688140631,,5.248739242553711,,5.334704875946045,,0.38799428939819336,,0.2170398235321045,,0.4506601095199585,,0.06652787327766418,,8.84280014038086,,0.49220672249794006,,0.7813854217529297,,,,,,,,,,,,,,,
0,6,,1.0190471410751343,,0.7066630721092224,,0.9562256932258606,,0.9576295018196106,,0.9593117833137512,,0.006161916069686413,,5.267017364501953,,5.358982563018799,,0.4159732758998871,,0.247484490275383,,0.482486754655838,,0.07389499992132187,,8.889464378356934,,0.4932815432548523,,0.8208229541778564,,,,,,,,,,,,,,,
0,7,,1.0063707828521729,,0.6419984698295593,,0.9121957421302795,,0.9137394428253174,,0.9153924584388733,,0.01029444020241499,,5.050408840179443,,5.211008071899414,,0.3892526626586914,,0.2214512825012207,,0.4610598087310791,,0.07156383246183395,,8.754765510559082,,0.48923084139823914,,0.792540431022644,,,,,,,,,,,,,,,
0,8,,1.0082398653030396,,0.6972376704216003,,0.9369344711303711,,0.9385685324668884,,0.9403232932090759,,0.007999038323760033,,5.149353504180908,,5.2758049964904785,,0.40272870659828186,,0.2440284937620163,,0.4790908396244049,,0.08195648342370987,,8.808149337768555,,0.48945552110671997,,0.8234395980834961,,,,,,,,,,,,,,,
0,9,,1.0128227472305298,,0.7534129023551941,,0.9230704307556152,,0.9253058433532715,,0.9278464317321777,,0.008636841550469398,,5.132840633392334,,5.277799129486084,,0.4273459017276764,,0.2660382390022278,,0.4953271150588989,,0.08460842818021774,,8.846137046813965,,0.4875723123550415,,0.8468558192253113,,,,,,,,,,,,,,,
