epoch,step,train_abs_rel_epoch,train_abs_rel_step,train_berhu_loss_epoch,train_berhu_loss_step,train_delta1_epoch,train_delta1_step,train_delta2_epoch,train_delta2_step,train_delta3_epoch,train_delta3_step,train_eas_loss_epoch,train_eas_loss_step,train_log_mae_epoch,train_log_mae_step,train_log_rmse_epoch,train_log_rmse_step,train_mae_epoch,train_mae_step,train_mse_loss_epoch,train_mse_loss_step,train_rmse_epoch,train_rmse_step,train_sasinv_loss_epoch,train_sasinv_loss_step,train_silog_loss_epoch,train_silog_loss_step,train_ssim_loss_epoch,train_ssim_loss_step,train_total_loss_epoch,train_total_loss_step,valid_abs_rel,valid_berhu_loss,valid_delta1,valid_delta2,valid_delta3,valid_eas_loss,valid_log_mae,valid_log_rmse,valid_mae,valid_mse_loss,valid_rmse,valid_sasinv_loss,valid_silog_loss,valid_ssim_loss,valid_total_loss
0,0,,1.3273552656173706,,0.4269755482673645,,0.12911294400691986,,0.2529640793800354,,0.3866826593875885,,0.18851616978645325,,0.3858839273452759,,0.5160316824913025,,0.29731249809265137,,0.1292693167924881,,0.35172149538993835,,0.09224577993154526,,1.1504076719284058,,0.4155692458152771,,0.8256005048751831,,,,,,,,,,,,,,,
0,1,,2.2742717266082764,,0.3644701838493347,,0.1335851103067398,,0.2772271931171417,,0.4366038739681244,,0.1374436765909195,,0.3588157594203949,,0.4830343723297119,,0.26252642273902893,,0.1051693707704544,,0.3124407231807709,,0.08301305025815964,,1.1145334243774414,,0.3786022365093231,,0.7042283415794373,,,,,,,,,,,,,,,
0,2,,2.2942259311676025,,0.33749115467071533,,0.14118918776512146,,0.29358866810798645,,0.4583492577075958,,0.11896577477455139,,0.3687744140625,,0.4977503716945648,,0.24637745320796967,,0.09285436570644379,,0.29884639382362366,,0.07913707941770554,,1.169612169265747,,0.349170982837677,,0.6401281952857971,,,,,,,,,,,,,,,
0,3,,3.551818609237671,,0.3861847519874573,,0.14497850835323334,,0.2865122854709625,,0.4371735155582428,,0.11392059177160263,,0.3849131166934967,,0.5120230317115784,,0.26875200867652893,,0.10877177119255066,,0.3235044777393341,,0.09051521122455597,,1.1950740814208984,,0.3487856388092041,,0.6619932055473328,,,,,,,,,,,,,,,
0,4,,5.795933246612549,,0.31300854682922363,,0.1850169152021408,,0.35449251532554626,,0.506331205368042,,0.11738026142120361,,0.35401758551597595,,0.4705362617969513,,0.22970087826251984,,0.08335274457931519,,0.2755884826183319,,0.07395515590906143,,1.164965271949768,,0.3497934937477112,,0.6244816780090332,,,,,,,,,,,,,,,
0,5,,2.1837406158447266,,0.2860008478164673,,0.18764781951904297,,0.3758525848388672,,0.5744665265083313,,0.11555561423301697,,0.3145529627799988,,0.43506062030792236,,0.2142856866121292,,0.07293827831745148,,0.26394590735435486,,0.0654679611325264,,1.0189955234527588,,0.3365834951400757,,0.5905453562736511,,,,,,,,,,,,,,,
0,6,,4.578329563140869,,0.3580116629600525,,0.15282292664051056,,0.31668955087661743,,0.49390020966529846,,0.10179197788238525,,0.37735602259635925,,0.5095905661582947,,0.26128485798835754,,0.10214239358901978,,0.3094671964645386,,0.08750011771917343,,1.2021430730819702,,0.32174021005630493,,0.6131746768951416,,,,,,,,,,,,,,,
0,7,,2.1592023372650146,,0.3467261493206024,,0.1602705866098404,,0.32094553112983704,,0.48929962515830994,,0.08510845899581909,,0.34028932452201843,,0.4481302499771118,,0.24744291603565216,,0.09573118388652802,,0.30089107155799866,,0.07957854866981506,,1.0483965873718262,,0.2811610698699951,,0.5415792465209961,,,,,,,,,,,,,,,
0,8,,39.09821701049805,,0.3298695683479309,,0.1754736453294754,,0.3465273082256317,,0.48985788226127625,,0.0890381932258606,,0.38114282488822937,,0.5057069063186646,,0.24565744400024414,,0.09395015239715576,,0.2998230457305908,,0.08423654735088348,,1.2291746139526367,,0.3043689727783203,,0.5715938806533813,,,,,,,,,,,,,,,
0,9,,4.82512092590332,,0.3760797381401062,,0.1319536566734314,,0.289097398519516,,0.45291319489479065,,0.08949092030525208,,0.3914963901042938,,0.5164609551429749,,0.2719669044017792,,0.1095099002122879,,0.32290706038475037,,0.0948888510465622,,1.241958737373352,,0.3110010623931885,,0.604890763759613,,,,,,,,,,,,,,,
0,10,,1.8165980577468872,,0.32861751317977905,,0.16948451101779938,,0.33766305446624756,,0.5032641291618347,,0.09322060644626617,,0.3397761583328247,,0.4466472864151001,,0.24494881927967072,,0.09111137688159943,,0.2882159352302551,,0.07892832159996033,,1.0531980991363525,,0.3051893413066864,,0.5684496164321899,,,,,,,,,,,,,,,
0,11,,3.594383955001831,,0.34286972880363464,,0.1506345272064209,,0.3137114942073822,,0.48108646273612976,,0.07763218879699707,,0.33632442355155945,,0.42870819568634033,,0.2537915110588074,,0.09502607583999634,,0.3023469150066376,,0.07552022486925125,,1.001503586769104,,0.2694464921951294,,0.5176249742507935,,,,,,,,,,,,,,,
0,12,,23.005502700805664,,0.3369264602661133,,0.1590193659067154,,0.3238295018672943,,0.5064228177070618,,0.0780063048005104,,0.35088035464286804,,0.4726635217666626,,0.2572349011898041,,0.09617869555950165,,0.3052429258823395,,0.07826831936836243,,1.1296632289886475,,0.27343013882637024,,0.5258834362030029,,,,,,,,,,,,,,,
0,13,,2.976569890975952,,0.2999819815158844,,0.1759670227766037,,0.3400104343891144,,0.5267922878265381,,0.08215883374214172,,0.3386390209197998,,0.4512440860271454,,0.22975574433803558,,0.07612106204032898,,0.26704105734825134,,0.07111658155918121,,1.0486505031585693,,0.280525803565979,,0.5099222660064697,,,,,,,,,,,,,,,
0,14,,7.562660217285156,,0.3607955873012543,,0.14795911312103271,,0.3073612153530121,,0.47576484084129333,,0.07845643162727356,,0.37206101417541504,,0.4943931996822357,,0.25580906867980957,,0.0950726792216301,,0.3015328645706177,,0.08536607027053833,,1.1583424806594849,,0.2837560772895813,,0.5426512956619263,,,,,,,,,,,,,,,
0,15,,1.1352921724319458,,0.360906183719635,,0.1551804393529892,,0.33921441435813904,,0.5261285305023193,,0.06628774851560593,,0.3039768934249878,,0.37382569909095764,,0.2536669671535492,,0.09617244452238083,,0.30453574657440186,,0.07776626199483871,,0.8619871139526367,,0.2430025041103363,,0.4832289516925812,,,,,,,,,,,,,,,
0,16,,3.1911842823028564,,0.29862499237060547,,0.1795516461133957,,0.3523842394351959,,0.5316573977470398,,0.07100535929203033,,0.34599626064300537,,0.45674607157707214,,0.22732223570346832,,0.0767657607793808,,0.272070050239563,,0.07612860202789307,,1.0760995149612427,,0.26270774006843567,,0.48660746216773987,,,,,,,,,,,,,,,
0,17,,1.7814465761184692,,0.38593703508377075,,0.13749141991138458,,0.2995409667491913,,0.48121488094329834,,0.06627677381038666,,0.3341987431049347,,0.41208264231681824,,0.27834752202033997,,0.10935084521770477,,0.3245173394680023,,0.0944499522447586,,0.9681281447410583,,0.2580101490020752,,0.5280877351760864,,,,,,,,,,,,,,,
0,18,,2.1036369800567627,,0.33742672204971313,,0.18283486366271973,,0.359310507774353,,0.521131157875061,,0.06613880395889282,,0.3317103683948517,,0.4247388541698456,,0.24471475183963776,,0.09050099551677704,,0.2915049195289612,,0.08070230484008789,,1.0070812702178955,,0.2547268271446228,,0.49206894636154175,,,,,,,,,,,,,,,
0,19,,14.858689308166504,,0.3101423978805542,,0.19297069311141968,,0.3751049041748047,,0.5554919838905334,,0.06764999777078629,,0.33715948462486267,,0.4454357624053955,,0.22843249142169952,,0.07900505512952805,,0.2711202800273895,,0.07560096681118011,,1.069196343421936,,0.25891929864883423,,0.4811753034591675,,,,,,,,,,,,,,,
0,20,,2.6764726638793945,,0.296426922082901,,0.17361587285995483,,0.3594071865081787,,0.5555924773216248,,0.061446662992239,,0.32974839210510254,,0.43475010991096497,,0.22507965564727783,,0.0720149502158165,,0.2615117132663727,,0.06970963627099991,,1.0114067792892456,,0.24502944946289062,,0.44820067286491394,,,,,,,,,,,,,,,
0,21,,2.282142400741577,,0.2942468225955963,,0.1788700670003891,,0.3598102629184723,,0.5780829787254333,,0.05886905640363693,,0.3145623505115509,,0.4154919683933258,,0.22383277118206024,,0.07209248840808868,,0.262356698513031,,0.06457589566707611,,0.9737861156463623,,0.23595194518566132,,0.43148940801620483,,,,,,,,,,,,,,,
0,22,,2.076443910598755,,0.2773128151893616,,0.2075989991426468,,0.41303500533103943,,0.6120317578315735,,0.06229543685913086,,0.29432687163352966,,0.3863767683506012,,0.21827299892902374,,0.0705353319644928,,0.2610582411289215,,0.06821951270103455,,0.9197332859039307,,0.2371687889099121,,0.4382190704345703,,,,,,,,,,,,,,,
0,23,,3.8553073406219482,,0.3114966154098511,,0.19213904440402985,,0.3880140483379364,,0.6089303493499756,,0.052123814821243286,,0.30658820271492004,,0.4109039604663849,,0.226576566696167,,0.07542479038238525,,0.26964250206947327,,0.06589861214160919,,1.0188133716583252,,0.21385988593101501,,0.40730708837509155,,,,,,,,,,,,,,,
0,24,,3.2721643447875977,,0.3192000389099121,,0.14366115629673004,,0.2942028343677521,,0.45623457431793213,,0.056206755340099335,,0.39774274826049805,,0.50089430809021,,0.23790448904037476,,0.0806843489408493,,0.2773739993572235,,0.0805937722325325,,1.156746745109558,,0.25652700662612915,,0.4740118682384491,,,,,,,,,,,,,,,
0,25,,5.0040202140808105,,0.3108006417751312,,0.20019328594207764,,0.3800412118434906,,0.5288305878639221,,0.06004645302891731,,0.3915114402770996,,0.5265192985534668,,0.23346443474292755,,0.07765625417232513,,0.27553823590278625,,0.0764346793293953,,1.2324045896530151,,0.2576611638069153,,0.47179853916168213,,,,,,,,,,,,,,,
0,26,,2.442457437515259,,0.3081185221672058,,0.21006332337856293,,0.39028504490852356,,0.5607016682624817,,0.05566820874810219,,0.29992127418518066,,0.3811110258102417,,0.2256874442100525,,0.07634322345256805,,0.27002856135368347,,0.07310887426137924,,0.9222002625465393,,0.22344450652599335,,0.42856481671333313,,,,,,,,,,,,,,,
0,27,,3.2405173778533936,,0.28820598125457764,,0.22901247441768646,,0.4240761697292328,,0.6323465704917908,,0.05488203838467598,,0.2938181757926941,,0.40714895725250244,,0.21693803369998932,,0.07037581503391266,,0.2634293735027313,,0.06728067994117737,,0.9551122188568115,,0.22259634733200073,,0.41513487696647644,,,,,,,,,,,,,,,
0,28,,6.039291858673096,,0.3161535859107971,,0.17387782037258148,,0.3564596474170685,,0.5665649771690369,,0.05697426199913025,,0.35607269406318665,,0.4869403541088104,,0.23665165901184082,,0.07896630465984344,,0.27560678124427795,,0.07710941135883331,,1.1723898649215698,,0.24351295828819275,,0.45656293630599976,,,,,,,,,,,,,,,
0,29,,25.69622230529785,,0.2904311716556549,,0.2137575000524521,,0.4281051456928253,,0.63083416223526,,0.05569804459810257,,0.2911636233329773,,0.4065883159637451,,0.21638847887516022,,0.0694487914443016,,0.25641289353370667,,0.06467533111572266,,0.9554880261421204,,0.2239350974559784,,0.4137572646141052,,,,,,,,,,,,,,,
0,30,,2.3313119411468506,,0.3013646900653839,,0.17379264533519745,,0.3846837282180786,,0.5728084444999695,,0.052044227719306946,,0.32168304920196533,,0.4264572560787201,,0.22147835791110992,,0.07132264971733093,,0.2596067488193512,,0.06960159540176392,,0.9975990653038025,,0.22747215628623962,,0.4204406142234802,,,,,,,,,,,,,,,
0,31,,3.729109048843384,,0.3227315843105316,,0.20051626861095428,,0.3751532733440399,,0.5576587915420532,,0.05513935163617134,,0.3198525905609131,,0.4276655912399292,,0.2315651774406433,,0.07754932343959808,,0.274141401052475,,0.07588221877813339,,1.0035440921783447,,0.23345372080802917,,0.4420246183872223,,,,,,,,,,,,,,,
0,32,,3.258216142654419,,0.3471888303756714,,0.17953510582447052,,0.3536825180053711,,0.5406615138053894,,0.055331915616989136,,0.3338834047317505,,0.4497736692428589,,0.251628041267395,,0.09091362357139587,,0.294656902551651,,0.08580916374921799,,1.066672444343567,,0.23924271762371063,,0.4712974429130554,,,,,,,,,,,,,,,
0,33,,6.861373424530029,,0.29190754890441895,,0.2234976440668106,,0.4073357582092285,,0.5905635952949524,,0.054829929023981094,,0.3515951931476593,,0.4905148446559906,,0.21687214076519012,,0.06908413767814636,,0.2583780884742737,,0.06870600581169128,,1.1855417490005493,,0.2405434548854828,,0.43316352367401123,,,,,,,,,,,,,,,
0,34,,3.7503767013549805,,0.30795860290527344,,0.21046896278858185,,0.3886358439922333,,0.561130166053772,,0.04994689300656319,,0.3431558907032013,,0.46201738715171814,,0.22503279149532318,,0.07380613684654236,,0.2691495418548584,,0.0734596848487854,,1.0851587057113647,,0.22997984290122986,,0.4271925687789917,,,,,,,,,,,,,,,
0,35,,3.3446333408355713,,0.34580886363983154,,0.18469901382923126,,0.35104015469551086,,0.5288611650466919,,0.052319787442684174,,0.3446481227874756,,0.45824554562568665,,0.24909229576587677,,0.08898742496967316,,0.2897496521472931,,0.08526520431041718,,1.0856997966766357,,0.24009375274181366,,0.46666616201400757,,,,,,,,,,,,,,,
0,36,,2.030292510986328,,0.35477352142333984,,0.14755602180957794,,0.3241855204105377,,0.5520053505897522,,0.05334428697824478,,0.31478628516197205,,0.398876816034317,,0.2514626979827881,,0.08554373681545258,,0.28910958766937256,,0.07868801802396774,,0.933130145072937,,0.23438070714473724,,0.45195674896240234,,,,,,,,,,,,,,,
0,37,,2.194056510925293,,0.3730936646461487,,0.1527390033006668,,0.33589938282966614,,0.5259632468223572,,0.04801890626549721,,0.3198719918727875,,0.4114851951599121,,0.26262620091438293,,0.09452824294567108,,0.2999878227710724,,0.08564607799053192,,0.9556130766868591,,0.2257016897201538,,0.4538949131965637,,,,,,,,,,,,,,,
0,38,,2.703385591506958,,0.2917085587978363,,0.2001945525407791,,0.3867119252681732,,0.5844523310661316,,0.050236333161592484,,0.3149014413356781,,0.41719233989715576,,0.22528564929962158,,0.07140931487083435,,0.26519379019737244,,0.07064509391784668,,0.9901769161224365,,0.22690212726593018,,0.4191928505897522,,,,,,,,,,,,,,,
0,39,,2.6307950019836426,,0.3297486901283264,,0.20093844830989838,,0.3862821161746979,,0.5607907176017761,,0.04549110680818558,,0.31649836897850037,,0.42385831475257874,,0.23779968917369843,,0.08233916014432907,,0.28140074014663696,,0.07673531770706177,,0.9979482889175415,,0.21511411666870117,,0.4196797013282776,,,,,,,,,,,,,,,
0,40,,2.6087448596954346,,0.29971277713775635,,0.21253399550914764,,0.3955494463443756,,0.5595496296882629,,0.0448625311255455,,0.33516326546669006,,0.4499525725841522,,0.2198641300201416,,0.07048635929822922,,0.2592208981513977,,0.07040762901306152,,1.04000723361969,,0.21924498677253723,,0.40500152111053467,,,,,,,,,,,,,,,
0,41,,2.4100515842437744,,0.27795955538749695,,0.2305154800415039,,0.440670371055603,,0.6208311319351196,,0.04080158472061157,,0.3027530014514923,,0.41187337040901184,,0.21082037687301636,,0.06487476825714111,,0.25289788842201233,,0.06402185559272766,,0.9779319763183594,,0.19760987162590027,,0.3673080801963806,,,,,,,,,,,,,,,
0,42,,4.416591644287109,,0.3398706614971161,,0.14237049221992493,,0.30033189058303833,,0.5003508925437927,,0.04366312175989151,,0.39167866110801697,,0.5131484270095825,,0.2514268457889557,,0.0849534198641777,,0.2875453233718872,,0.08483822643756866,,1.2046691179275513,,0.2355068027973175,,0.4489615559577942,,,,,,,,,,,,,,,
0,43,,2.36116623878479,,0.3112580180168152,,0.1611606925725937,,0.33034002780914307,,0.5138793587684631,,0.04238540679216385,,0.35438165068626404,,0.4576774537563324,,0.23276926577091217,,0.07356587052345276,,0.2688544988632202,,0.07352837920188904,,1.0435158014297485,,0.22278201580047607,,0.4122616648674011,,,,,,,,,,,,,,,
0,44,,4.35448694229126,,0.2977476119995117,,0.1902545690536499,,0.3967765271663666,,0.600971519947052,,0.0373472198843956,,0.32517823576927185,,0.4455624520778656,,0.21783657371997833,,0.068132683634758,,0.25681713223457336,,0.06791055202484131,,1.0700315237045288,,0.19669046998023987,,0.3700809180736542,,,,,,,,,,,,,,,
0,45,,6.779466152191162,,0.2967067062854767,,0.14413799345493317,,0.30369141697883606,,0.4586404263973236,,0.04231972247362137,,0.42482492327690125,,0.5520328283309937,,0.23233141005039215,,0.07126444578170776,,0.2656164765357971,,0.06402137130498886,,1.2409528493881226,,0.24190782010555267,,0.41951337456703186,,,,,,,,,,,,,,,
0,46,,3.166414976119995,,0.32845544815063477,,0.18643470108509064,,0.37735435366630554,,0.5390517115592957,,0.04265907406806946,,0.32789143919944763,,0.4285716116428375,,0.23845265805721283,,0.07957278192043304,,0.28013744950294495,,0.07831600308418274,,1.026841402053833,,0.21901750564575195,,0.419565349817276,,,,,,,,,,,,,,,
0,47,,3.481276512145996,,0.3272034823894501,,0.2112700492143631,,0.4296368360519409,,0.6302738785743713,,0.03710465878248215,,0.3032141625881195,,0.4334315061569214,,0.2295382022857666,,0.07683549076318741,,0.27167871594429016,,0.06993833929300308,,1.0269560813903809,,0.1920505166053772,,0.37592899799346924,,,,,,,,,,,,,,,
0,48,,2.935584306716919,,0.3275333344936371,,0.147807776927948,,0.31369879841804504,,0.5417067408561707,,0.04455002397298813,,0.3462480306625366,,0.4453146755695343,,0.24638259410858154,,0.08164064586162567,,0.2805967330932617,,0.08077212423086166,,1.0521806478500366,,0.2271612137556076,,0.43412402272224426,,,,,,,,,,,,,,,
0,49,,12.64377212524414,,0.33367425203323364,,0.17072683572769165,,0.3547849655151367,,0.5663487315177917,,0.041487641632556915,,0.33658885955810547,,0.4431508779525757,,0.23817850649356842,,0.0778142660856247,,0.27489933371543884,,0.07609665393829346,,1.054679274559021,,0.21780428290367126,,0.41320285201072693,,,,,,,,,,,,,,,
0,50,,3.4034059047698975,,0.32466650009155273,,0.18056128919124603,,0.3609241545200348,,0.5625505447387695,,0.04017055779695511,,0.3379955291748047,,0.4467233419418335,,0.23577721416950226,,0.07673777639865875,,0.2744925618171692,,0.07475060224533081,,1.058286190032959,,0.2153477668762207,,0.40700671076774597,,,,,,,,,,,,,,,
0,51,,3.2810754776000977,,0.37219518423080444,,0.14501410722732544,,0.33459344506263733,,0.5383586287498474,,0.03519190102815628,,0.36167219281196594,,0.46782830357551575,,0.25941041111946106,,0.09209337085485458,,0.2959677278995514,,0.08712054789066315,,1.1271591186523438,,0.20913156867027283,,0.42353737354278564,,,,,,,,,,,,,,,
0,52,,6.111122131347656,,0.303297221660614,,0.17134611308574677,,0.3917830288410187,,0.5987207889556885,,0.03696466237306595,,0.35647234320640564,,0.48699721693992615,,0.22615545988082886,,0.06919843703508377,,0.26102665066719055,,0.06893034279346466,,1.1772061586380005,,0.20981138944625854,,0.38490480184555054,,,,,,,,,,,,,,,
0,53,,7.13482666015625,,0.31970977783203125,,0.20084305107593536,,0.3942270278930664,,0.5941697955131531,,0.03357790783047676,,0.33504602313041687,,0.46673068404197693,,0.2328450232744217,,0.07609711587429047,,0.274303674697876,,0.07491651177406311,,1.096583366394043,,0.19666483998298645,,0.3812563717365265,,,,,,,,,,,,,,,
